trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612464431,06JUN2018:14:25:42.667,SAS University Edition Basic vApp,virtualbox,settings,,1
7612458858,31MAY2018:00:06:48.070,SAS University Edition Basic vApp,error,,,8
7612330465,12JAN2018:19:53:03.513,SAS University Edition Basic vApp,error,other,,11
7612477883,21JUN2018:08:12:48.797,External Web,SAS profile,password reset,,4
7612337251,20JAN2018:18:59:04.613,External Web,SAS profile,password reset,,4
7612343654,26JAN2018:16:47:29.713,SAS University Edition Basic vApp,download,,mac x64,10
7612381031,06MAR2018:14:28:00.937,SAS University Edition Basic vApp,usage,,,5
7612356373,08FEB2018:17:46:07.100,External Web,SAS profile,,,4
7612485022,28JUN2018:17:24:40.740,Miscellaneous,no meaningful topic,,,8
7612362942,15FEB2018:17:55:41.637,External Web,SAS profile,password reset,,4
7612437814,07MAY2018:17:34:53.137,SAS University Edition Basic vApp,virtualbox,,win10,6
7612324387,08JAN2018:07:38:39.547,SAS University Edition Basic vApp,virtualbox,,,25
7612362856,15FEB2018:16:47:16.080,SAS OnDemand for Academics,log on,,,2
7612584257,12OCT2018:13:57:25.657,SAS Viya Trial,log on,,,15
7612565618,24SEP2018:20:44:49.117,External Web,SAS profile,profile creation,web browser,4
7612447725,17MAY2018:16:37:19.687,e-Learning,Content question,r&d assistance,windows,6
7612428860,26APR2018:07:45:43.450,External Web,SAS profile,,web browser,3
7612292537,27NOV2017:15:01:55.230,SAS University Edition Basic vApp,error,other,win10,9
7612299631,04DEC2017:19:06:32.007,External Web,SAS profile,profile creation error,web browser,2
7612553301,11SEP2018:17:12:58.633,SAS University Edition Basic vApp,error,other,windows,4
7612312266,18DEC2017:19:58:19.310,SAS University Edition Basic vApp,virtualbox,bios,win10,6
7612553375,11SEP2018:18:11:20.650,SAS University Edition Basic vApp,download,,win10,4
7612364082,16FEB2018:17:54:01.393,External Web,SAS profile,password reset,web browser,7
7612584474,12OCT2018:16:25:29.513,External Web,SAS profile,email update/change,web browser,6
7612580591,09OCT2018:15:37:13.180,SAS Solutions OnDemand,login problem,,windows,10
7612416054,11APR2018:20:42:50.667,SAS University Edition Basic vApp,virtualbox,,win10,6
7612512812,30JUL2018:21:01:59.653,SAS University Edition Basic vApp,update,,win10,5
7612325287,08JAN2018:21:46:22.313,SAS University Edition Basic vApp,usage,,win10,15
7612358059,11FEB2018:11:29:06.407,SAS OnDemand for Academics,outage,dashboard,win10,5
7612473726,16JUN2018:10:37:24.530,External Web,installation,,web browser,4
7612565454,24SEP2018:18:37:15.687,SAS University Edition Basic vApp,usage,refered to communities,mac x64,5
7612358078,11FEB2018:13:05:07.803,SAS OnDemand for Academics,log on,,win10,5
7612357358,09FEB2018:15:51:01.710,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,solaris x64,13
7612580377,09OCT2018:13:34:03.370,SAS University Edition Basic vApp,error,other,windows,8
7612571403,28SEP2018:16:14:26.867,External Web,SAS profile,password reset,web browser,4
7612312375,18DEC2017:21:56:46.943,SAS University Edition Basic vApp,error,,,6
7612325466,09JAN2018:03:10:44.497,External Web,SAS profile,password reset,,3
7612371216,24FEB2018:01:23:13.690,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,4
7612383457,07MAR2018:23:59:24.270,SAS OnDemand for Academics: Enterprise Miner,usage,,,6
7612571163,28SEP2018:13:48:31.333,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,7
7612493409,09JUL2018:20:00:30.663,External Web,SAS profile,password reset,web browser,4
7612533613,22AUG2018:13:53:47.343,SAS University Edition Basic vApp,virtualbox,I686,win10,1
7612580454,09OCT2018:14:10:23.213,External Web,SAS profile,profile creation,web browser,4
7612279795,13NOV2017:14:44:25.210,SAS University Edition Basic vApp,vmware player,,,5
7612493911,10JUL2018:09:20:45.360,External Web,SAS profile,password reset,web browser,4
7612520227,07AUG2018:15:49:44.223,External Web,SAS profile,password reset,web browser,4
7612500654,17JUL2018:13:17:13.593,e-Learning,badging,,win10,6
7612571657,28SEP2018:20:01:14.450,SAS OnDemand for Academics: Enterprise Miner,outage,r&d assistance,win10,4
7612500223,17JUL2018:04:50:04.827,External Web,SAS profile,activation e-mail,web browser,4
7612570162,27SEP2018:15:42:29.073,SAS Viya Trial,log on,,,14
7612510836,27JUL2018:14:36:56.763,SAS University Edition Basic vApp,download,,win10,4
7612584386,12OCT2018:15:22:05.903,SAS University Edition Basic vApp,vmware fusion,settings,mac x64,5
7612381099,06MAR2018:14:56:59.973,SAS University Edition Basic vApp,error,other,win10,8
7612573984,02OCT2018:13:13:59.317,External Web,SAS profile,password reset,web browser,4
7612350901,02FEB2018:19:37:42.863,External Web,SAS profile,password reset,web browser,7
7612580714,09OCT2018:16:59:44.857,SAS University Edition Basic vApp,download,,win10,10
7612583477,11OCT2018:19:16:11.907,SAS University Edition Basic vApp,error,bios,win10,1
7612589567,18OCT2018:13:07:39.407,External Web,SAS profile,deletion request,web browser,5
7612559647,18SEP2018:14:03:23.433,SAS OnDemand for Academics: SAS Studio,configuration,,web browser,5
7612570632,27SEP2018:23:08:24.043,SAS Viya Trial,log on,,,13
7612565632,24SEP2018:20:56:45.377,SAS University Edition Basic vApp,usage,refered to communities,win10,4
7612583997,12OCT2018:08:43:28.210,External Web,SAS profile,profile creation,web browser,2
7612559648,18SEP2018:14:03:57.390,SAS University Edition Basic vApp,error,other,win10,1
7612574509,02OCT2018:18:30:33.173,SAS University Edition Basic vApp,error,other,linux x64,1
7612581945,10OCT2018:16:26:41.667,SAS OnDemand for Academics: Enterprise Guide,no meaningful topic,,win10,1
7612539896,28AUG2018:22:33:42.780,SAS University Edition Basic vApp,error,other,windows,4
7612551772,10SEP2018:14:20:43.320,External Web,SAS profile,password reset,web browser,7
7612571908,29SEP2018:19:34:34.403,External Web,SAS profile,profile creation,web browser,2
7612582351,10OCT2018:22:33:45.067,External Web,SAS profile,profile creation,web browser,7
7612576838,04OCT2018:15:55:07.160,External Web,SAS profile,password reset,web browser,4
7612498162,13JUL2018:16:02:06.953,SAS University Edition Basic vApp,virtualbox,bios,winx64,1
7612582909,11OCT2018:13:04:08.450,External Web,SAS profile,activation e-mail,web browser,4
7612406280,02APR2018:11:56:19.297,SAS University Edition Basic vApp,virtualbox,settings,mac x64,10
7612566827,25SEP2018:18:13:40.837,SAS University Edition Basic vApp,error,bios,windows,1
7612597007,25OCT2018:20:24:22.080,SAS University Edition Basic vApp,error,other,win10,4
7612511812,30JUL2018:07:44:45.737,External Web,SAS profile,activation e-mail,web browser,4
7612594872,24OCT2018:10:43:27.720,,,,,3
7612553615,11SEP2018:21:33:02.200,SAS University Edition Basic vApp,download,,mac x64,5
7612585927,15OCT2018:15:05:37.183,e-Learning,Activation/Access Problem,,win10,11
7612572210,01OCT2018:05:42:44.117,External Web,SAS profile,profile creation,web browser,4
7612579186,08OCT2018:12:10:56.180,SAS Viya Trial,log on,,,6
7612587143,16OCT2018:14:05:39.603,SAS University Edition Basic vApp,error,other,win10,5
7612498186,13JUL2018:16:17:58.260,SAS Ondemand for Academics: Control Center,performance,r&d assistance,,6
7612586455,15OCT2018:22:45:58.140,SAS University Edition Basic vApp,update,,mac x64,1
7612594206,23OCT2018:18:48:28.680,SAS OnDemand for Academics: SAS Studio,usage,,web browser,1
7612309228,14DEC2017:14:10:10.457,External Web,SAS profile,,,5
7612522022,09AUG2018:02:04:18.127,External Web,SAS profile,profile creation error,win7,5
7612369771,22FEB2018:19:44:07.837,SAS University Edition Basic vApp,error,other,win10,4
7612455130,25MAY2018:15:01:53.333,SAS University Edition Basic vApp,virtualbox,settings,mac x64,4
7612323738,05JAN2018:19:04:22.937,External Web,SAS profile,password reset,web browser,4
7612351353,04FEB2018:13:17:13.580,SAS University Edition Basic vApp,error,bios,windows,6
7612309657,14DEC2017:18:46:04.750,SAS University Edition Basic vApp,usage,refered to communities,,4
7612376838,01MAR2018:20:48:00.403,SAS OnDemand for Academics: Enterprise Guide,download,,win10,1
7612389065,14MAR2018:05:36:51.743,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,6
7612370145,23FEB2018:05:11:57.020,External Web,SAS profile,activation e-mail,,9
7612330873,14JAN2018:14:39:21.860,External Web,SAS profile,password reset,,6
7612469253,12JUN2018:09:42:18.570,External Web,SAS profile,activation e-mail,web browser,6
7612344035,26JAN2018:21:44:50.130,SAS Solutions OnDemand,SSOD to TS Ambassador,,windows,7
7612316917,24DEC2017:16:58:11.190,SAS OnDemand for Academics,log on,,,4
7612462756,05JUN2018:06:29:45.763,External Web,SAS profile,,,4
7612409302,04APR2018:18:30:00.067,SAS OnDemand for Academics: Enterprise Miner,performance,r&d assistance,win10,4
7612356638,08FEB2018:21:10:13.750,SAS OnDemand for Academics,log on,,,4
7612449138,18MAY2018:20:23:44.403,External Web,SAS profile,password reset,win7,7
7612435571,03MAY2018:21:58:23.317,External Web,SAS profile,profile creation error,,6
7612330829,14JAN2018:07:47:19.690,External Web,SAS profile,password reset,,2
7612295815,29NOV2017:20:33:39.513,SAS University Edition Basic vApp,error,bios,,9
7612337498,22JAN2018:02:54:13.587,SAS University Edition Basic vApp,download,,win10,4
7612528595,16AUG2018:14:56:31.263,External Web,SAS profile,password reset,web browser,4
7612409572,04APR2018:21:58:04.227,SAS University Edition Basic vApp,error,,,8
7612455610,26MAY2018:11:16:10.200,External Web,SAS profile,password reset,,4
7612455341,25MAY2018:18:34:26.107,External Web,SAS profile,profile creation error,,5
7612316765,23DEC2017:05:18:54.627,External Web,SAS profile,r&d assistance,,4
7612350781,02FEB2018:17:47:49.957,SAS University Edition Basic vApp,update,,,4
7612337811,22JAN2018:11:09:16.707,External Web,SAS profile,activation e-mail,,3
7612403086,28MAR2018:15:05:45.427,SAS Solutions OnDemand,,,,6
7612514969,01AUG2018:12:52:55.770,SAS OnDemand for Academics: Enterprise Guide,log on,,win10,4
7612309216,14DEC2017:14:02:06.650,SAS OnDemand for Academics,outage,workspace,,5
7612283073,15NOV2017:10:29:46.750,SAS OnDemand for Academics,log on,,,5
7612476350,19JUN2018:23:01:29.637,SAS Viya Trial,log on,,,6
7612455181,25MAY2018:15:58:53.133,External Web,SAS profile,,,3
7612357251,09FEB2018:14:23:33.367,SAS OnDemand for Academics,log on,,,5
7612409750,05APR2018:05:47:08.497,External Web,SAS profile,password reset,,4
7612316882,24DEC2017:09:31:03.247,SAS OnDemand for Academics,registration,,,7
7612362648,15FEB2018:15:03:45.123,SAS University Edition Basic vApp,performance,,win7,4
7612349345,01FEB2018:16:04:50.697,SAS University Edition Basic vApp,download,,mac x64,5
7612431658,30APR2018:15:38:20.867,SAS University Edition Basic vApp,download,,mac x64,4
7612387549,12MAR2018:22:38:17.757,SAS OnDemand for Academics,outage,,,4
7612399359,23MAR2018:19:43:25.873,SAS OnDemand for Academics: Enterprise Miner,performance,,,10
7612298957,04DEC2017:09:30:25.300,SAS OnDemand for Academics,log on,,,3
7612387610,13MAR2018:00:57:17.683,SAS OnDemand for Academics: Enterprise Miner,no meaningful topic,,,4
7612356016,08FEB2018:14:22:01.333,SAS University Edition Basic vApp,error,,,4
7612349568,01FEB2018:18:12:12.717,SAS OnDemand for Academics,configuration,,,9
7612405966,01APR2018:12:44:50.317,External Web,SAS profile,profile creation error,,4
7612458676,30MAY2018:20:01:24.470,SAS University Edition Basic vApp,error,,win10,3
7612298547,02DEC2017:16:51:45.947,SAS OnDemand for Academics: Enterprise Miner,performance,,,7
7612291668,25NOV2017:06:02:46.900,External Web,SAS profile,,web browser,2
7612566346,25SEP2018:14:03:47.680,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,8
7612305001,10DEC2017:22:47:39.860,SAS University Edition Basic vApp,error,other,mac x64,7
7612356280,08FEB2018:16:48:24.347,SAS University Edition Basic vApp,download,,windows,10
7612470984,13JUN2018:16:41:26.570,External Web,ondemand profile,,web browser,6
7612419325,16APR2018:14:46:54.257,Curriculum Pathways,performance,,windows,5
7612349497,01FEB2018:17:16:23.053,SAS Viya Trial,,,,20
7612541740,30AUG2018:11:30:29.643,External Web,SAS profile,password reset,web browser,5
7612337069,19JAN2018:21:36:04.290,SAS University Edition Basic vApp,virtualbox,bios,win10,3
7612471303,13JUN2018:20:31:59.583,SAS University Edition Basic vApp,usage,,,4
7612477689,21JUN2018:02:45:48.500,External Web,SAS profile,activation e-mail,web browser,8
7612399677,25MAR2018:14:29:36.663,SAS University Edition Basic vApp,performance,,,4
7612349555,01FEB2018:18:05:12.367,SAS University Edition Basic vApp,error,,,8
7612349738,01FEB2018:20:02:30.753,SAS University Edition Basic vApp,download,,win10,1
7612392997,19MAR2018:01:03:17.787,External Web,SAS profile,activation e-mail,,4
7612343730,26JAN2018:17:37:02.010,External Web,SAS profile,activation e-mail,,4
7612425426,23APR2018:13:10:50.413,SAS University Edition Basic vApp,error,bios,,2
7612424774,21APR2018:19:29:00.733,External Web,SAS profile,password reset,,4
7612386912,12MAR2018:14:43:06.047,SAS OnDemand for Academics,performance,,,13
7612392929,18MAR2018:16:11:09.573,External Web,SAS profile,,,3
7612406138,02APR2018:06:45:06.177,SAS OnDemand for Academics,performance,,,4
7612318391,28DEC2017:17:23:36.833,Curriculum Pathways,account,setup,,4
7612291891,26NOV2017:19:56:28.030,External Web,SAS profile,,,4
7612343684,26JAN2018:17:07:51.370,SAS University Edition Basic vApp,download,,win10,1
7612471192,13JUN2018:19:24:05.730,SAS University Edition Basic vApp,error,other,win10,4
7612278978,11NOV2017:10:42:06.887,SAS OnDemand for Academics: SAS Studio,performance,,,4
7612408946,04APR2018:14:41:05.917,SAS University Edition Basic vApp,virtualbox,settings,win10,4
7612358005,11FEB2018:07:09:04.073,SAS OnDemand for Academics,log on,,winxp,4
7612345086,29JAN2018:16:10:44.273,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,winx64,5
7612422281,18APR2018:20:02:19.227,SAS University Edition Basic vApp,virtualbox,settings,win7,1
7612331999,15JAN2018:22:41:29.993,External Web,SAS profile,,,6
7612533038,21AUG2018:22:51:00.953,SAS University Edition Basic vApp,usage,,linux x64,1
7612526896,14AUG2018:22:21:27.470,SAS University Edition Basic vApp,virtualbox,bios,linux x64,4
7612533542,22AUG2018:13:10:33.667,SAS University Edition Basic vApp,inquiry/interest,,mac x64,2
7612344985,29JAN2018:15:18:25.943,External Web,SAS profile,activation e-mail,,4
7612533065,21AUG2018:23:50:24.327,External Web,SAS profile,password reset,web browser,4
7612486986,02JUL2018:09:33:52.467,SAS Ondemand for Academics: Control Center,log on,,,2
7612358080,11FEB2018:13:10:08.263,SAS Ondemand for Academics: Control Center,outage,r&d assistance,,4
7612390022,14MAR2018:19:13:46.637,SAS e-Learning Library,no meaningful topic,,win10,1
7612371069,23FEB2018:20:28:10.483,External Web,SAS profile,activation e-mail,,4
7612500037,16JUL2018:21:37:23.257,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,web browser,5
7612306437,12DEC2017:06:34:07.547,External Web,SAS profile,profile creation error,web browser,4
7612395755,20MAR2018:23:41:52.930,SAS University Edition Basic vApp,update,,winx64,8
7612499975,16JUL2018:20:27:09.187,External Web,tutorials,,web browser,1
7612500025,16JUL2018:21:21:43.153,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,5
7612447873,17MAY2018:18:20:50.700,SAS Solutions OnDemand,ncb-p,,linux x64,1
7612539586,28AUG2018:17:48:55.763,SAS University Edition Basic vApp,error,bios,win10,4
7612292999,27NOV2017:19:46:54.953,SAS Viya Trial,log on,,,4
7612338233,22JAN2018:16:39:36.313,SAS University Edition Basic vApp,virtualbox,settings,mac x64,7
7612415777,11APR2018:17:09:26.133,SAS Viya Trial,sas visual analytics,,,5
7612500017,16JUL2018:21:09:02.510,SAS University Edition Basic vApp,error,bios,winx64,6
7612447772,17MAY2018:17:07:15.673,SAS University Edition Basic for Amazon Marketplace,,,mac x64,3
7612559059,18SEP2018:01:31:20.347,SAS University Edition Basic vApp,error,bios,win10,8
7612546698,05SEP2018:14:15:00.860,SAS University Edition Basic vApp,error,other,windows,5
7612319197,02JAN2018:00:31:24.287,SAS OnDemand for Academics: Enterprise Miner,java,,win7,6
7612377274,02MAR2018:08:58:30.853,External Web,SAS profile,activation e-mail,web browser,4
7612526563,14AUG2018:16:44:41.653,SAS University Edition Basic vApp,update,,win10,10
7612416089,11APR2018:21:20:07.250,SAS University Edition Basic vApp,usage,refered to communities,mac x64,4
7612505789,23JUL2018:13:37:21.420,SAS University Edition Basic vApp,virtualbox,bios,winx64,18
7612546527,05SEP2018:11:48:54.033,External Web,SAS profile,password reset,web browser,3
7612576843,04OCT2018:15:58:35.890,Miscellaneous,no meaningful topic,,win10,6
7612558889,17SEP2018:20:37:22.670,SAS University Edition Basic vApp,shared folder,,win10,1
7612373620,27FEB2018:15:51:18.850,SAS Enterprise Miner,,,windows,6
7612308311,13DEC2017:18:02:24.780,SAS University Edition Basic vApp,error,other,win10,4
7612562845,20SEP2018:18:00:21.753,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612407588,03APR2018:14:15:34.147,External Web,SAS profile,activation e-mail,web browser,5
7612459691,31MAY2018:17:23:02.207,SAS OnDemand for Academics: Enterprise Miner,java,,win10,5
7612550225,07SEP2018:13:39:06.843,SAS University Edition Basic vApp,error,bios,win10,8
7612486265,29JUN2018:19:03:06.877,External Web,SAS profile,password reset,web browser,2
